ID,AGE,BodyMassIndex,Education,Profession,AnnualIncome,InsuranceAwareness
78526,4,1,2,5,6,3
78527,5,2,2,9,6,8
78528,4,5,5,8,3,1
78529,4,2,3,6,3,1
78530,2,2,6,9,2,10
78531,3,5,2,6,1,4
78532,2,4,2,7,1,9
78533,3,5,2,3,1,1
78534,5,2,2,3,2,5
78535,3,3,2,7,3,6
78536,5,2,5,5,2,1
78537,5,5,5,1,2,6
78538,2,4,2,10,5,7
78539,2,2,4,10,3,4
78540,1,3,4,3,4,3
78541,4,4,1,6,2,1
78542,1,3,5,1,4,3
78543,3,1,6,5,3,1
78544,2,5,4,4,2,10
78545,3,4,7,7,5,8
78546,3,4,6,5,3,6
78547,4,1,2,3,3,8
78548,1,4,2,4,5,8
78549,5,2,5,9,4,2
78550,3,4,3,7,3,7
78551,1,1,1,6,6,10
78552,4,3,3,9,3,2
78553,1,2,3,6,3,10
78554,2,4,4,2,4,6
78555,5,4,4,8,3,7
78556,3,4,5,4,4,9
78557,4,4,3,2,6,2
78558,3,2,2,1,6,5
78559,5,4,5,8,6,3
78560,1,5,7,3,6,9
78561,4,2,5,9,1,7
78562,1,5,3,10,5,6
78563,4,1,4,10,3,8
78564,3,5,1,2,4,9
78565,3,5,6,9,1,10
78566,1,5,1,4,3,2
78567,2,3,3,4,6,1
78568,2,3,2,2,3,6
78569,4,4,3,8,5,9
78570,2,1,7,10,3,2
78571,3,1,7,2,5,10
78572,4,5,7,5,1,2
78573,2,1,1,4,1,4
78574,2,2,4,9,4,8
78575,5,4,7,1,1,2
78576,4,3,6,7,4,3
78577,4,2,4,7,4,9
78578,4,4,7,5,6,9
78579,4,5,7,3,1,2
78580,3,4,2,1,3,6
78581,2,4,7,1,6,5
78582,1,4,5,2,2,5
78583,5,3,4,8,5,2
78584,1,5,7,7,4,7
78585,3,5,3,10,2,3
78586,5,4,7,1,5,3
78587,3,5,2,2,4,1
78588,5,4,3,1,5,2
78589,2,1,5,6,4,5
78590,5,3,1,3,1,9
78591,5,1,3,1,5,6
78592,4,4,5,8,5,5
78593,3,4,4,3,1,10
78594,2,4,5,4,5,9
78595,5,1,3,4,5,4
78596,1,2,2,10,4,1
78597,2,2,6,5,4,6
78598,2,2,5,10,5,8
78599,1,3,3,5,5,2
78600,2,1,4,2,2,5
78601,2,1,5,5,3,10
78602,1,1,7,6,1,2
78603,1,2,3,9,3,2
78604,3,1,2,1,1,10
78605,5,2,6,9,1,2
78606,5,3,4,4,3,7
78607,2,4,5,4,4,4
78608,4,2,7,8,1,9
78609,5,5,2,8,6,2
78610,2,2,3,6,6,1
78611,1,5,3,6,6,9
78612,2,1,6,6,4,4
78613,2,4,3,4,3,1
78614,4,5,2,10,1,5
78615,5,5,5,10,3,7
78616,4,4,7,8,1,8
78617,4,2,6,3,4,4
78618,2,3,5,5,3,10
78619,5,2,3,5,5,1
78620,2,4,4,1,4,2
78621,5,1,6,1,1,9
78622,1,5,6,9,3,3
78623,1,4,7,9,3,2
78624,3,2,1,3,3,3
78625,5,4,7,7,2,6
78626,5,3,3,9,2,7
78627,2,2,2,8,3,10
78628,4,1,7,3,4,9
78629,5,2,6,2,2,4
78630,1,2,4,9,1,3
78631,1,1,2,8,6,10
78632,1,2,4,4,1,4
78633,4,1,5,5,1,7
78634,3,2,6,6,5,4
78635,4,2,2,5,3,4
78636,2,2,4,4,2,6
78637,3,2,2,8,5,2
78638,1,5,4,10,3,10
78639,5,2,5,4,2,2
78640,1,5,3,8,1,3
78641,1,5,4,4,6,6
78642,3,1,7,2,1,6
78643,1,5,3,9,1,6
78644,2,1,5,5,4,1
78645,1,3,2,4,4,7
78646,3,1,1,2,1,1
78647,3,5,7,2,1,5
78648,1,1,5,2,2,9
78649,1,4,7,5,3,7
78650,4,2,3,6,3,5
78651,2,1,1,6,5,2
78652,5,1,3,8,2,5
78653,2,5,4,6,3,8
78654,3,2,6,7,4,10
78655,4,1,7,2,5,10
78656,1,4,4,5,4,3
78657,1,4,6,7,5,1
78658,4,4,2,9,2,4
78659,5,2,6,10,4,3
78660,1,4,3,5,6,8
78661,4,3,4,4,4,7
78662,4,3,3,2,2,1
78663,1,3,4,7,1,9
78664,1,3,2,1,6,6
78665,4,3,5,4,2,1
78666,4,5,3,6,3,2
78667,3,1,1,5,3,8
78668,5,2,7,6,6,2
78669,1,2,1,1,5,5
78670,1,2,5,5,6,1
78671,4,2,1,8,3,5
78672,2,4,5,4,5,9
78673,3,5,5,5,2,9
78674,2,3,1,3,1,4
78675,5,5,4,2,1,4
78676,1,1,2,3,3,10
78677,3,5,5,6,6,7
78678,1,3,3,7,5,5
78679,1,5,6,2,5,8
78680,3,3,7,1,6,8
78681,2,5,4,2,2,4
78682,5,4,3,2,4,7
78683,4,4,3,3,1,9
78684,2,5,7,5,5,9
78685,5,1,5,3,2,5
78686,1,5,2,9,3,3
78687,4,3,1,1,3,5
78688,2,2,6,1,6,2
78689,5,4,7,1,6,6
78690,1,5,2,7,6,8
78691,1,1,1,2,6,4
78692,3,3,5,5,5,8
78693,4,5,3,3,1,6
78694,4,3,2,2,3,4
78695,1,5,1,5,2,9
78696,4,4,4,5,2,1
78697,2,4,2,5,2,6
78698,4,1,7,5,6,10
78699,3,2,6,3,4,3
78700,1,4,7,10,1,8
78701,2,3,5,10,3,8
78702,1,4,5,8,2,9
78703,1,1,7,5,4,2
78704,1,3,2,2,2,9
78705,5,4,2,9,2,2
78706,3,3,4,5,3,8
78707,3,3,6,5,5,2
78708,3,1,1,6,1,3
78709,2,5,7,7,5,1
78710,2,5,7,5,4,8
78711,3,1,1,1,3,3
78712,4,2,1,4,2,2
78713,3,3,3,5,6,10
78714,1,1,5,6,3,8
78715,2,1,3,8,1,8
78716,2,3,1,9,2,6
78717,3,4,1,6,6,6
78718,2,1,7,8,1,2
78719,5,4,2,1,3,3
78720,3,5,4,6,4,1
78721,3,4,2,8,3,10
78722,5,5,4,9,6,6
78723,1,4,4,7,2,7
78724,3,1,7,2,5,5
78725,3,3,1,5,2,8
78726,4,2,1,4,6,7
78727,1,3,2,4,6,2
78728,4,4,4,5,4,9
78729,4,5,5,1,6,6
78730,3,4,1,10,3,9
78731,2,1,1,10,5,2
78732,1,1,7,2,6,6
78733,2,3,1,3,2,9
78734,4,3,5,7,3,6
78735,3,1,3,7,3,3
78736,3,4,6,10,2,10
78737,1,3,4,5,4,5
78738,2,1,5,5,2,6
78739,3,1,2,7,5,9
78740,4,2,1,3,3,5
78741,3,3,7,8,2,6
78742,1,1,5,4,2,8
78743,5,1,1,10,5,3
78744,1,1,7,3,5,1
78745,3,5,2,6,3,6
78746,4,4,5,3,2,7
78747,4,3,6,8,2,8
78748,1,1,1,10,4,3
78749,5,5,2,1,3,10
78750,2,3,2,4,6,4
78751,3,2,1,2,2,2
78752,4,1,3,5,2,10
78753,3,3,4,7,6,1
78754,5,1,5,1,1,8
78755,5,2,7,2,3,8
78756,1,3,2,2,1,7
78757,2,1,6,10,6,4
78758,1,2,2,9,4,6
78759,2,3,5,7,3,3
78760,4,1,3,4,5,2
78761,5,1,7,8,5,6
78762,5,4,3,9,4,7
78763,3,2,6,2,1,4
78764,2,1,7,4,4,10
78765,2,4,4,1,6,8
78766,1,1,5,5,4,10
78767,2,2,3,3,2,1
78768,1,3,6,1,2,8
78769,2,1,5,3,5,6
78770,1,5,7,3,2,2
78771,4,5,5,6,2,9
78772,2,4,2,8,5,5
78773,3,2,4,3,6,5
78774,4,5,4,6,1,10
78775,4,3,5,1,5,6
78776,4,3,4,1,1,7
78777,2,2,7,6,2,9
78778,5,3,5,9,5,10
78779,5,5,3,7,1,5
78780,4,4,3,9,3,5
78781,3,2,1,7,2,2
78782,3,4,4,8,5,1
78783,1,1,2,10,5,2
78784,2,4,6,1,6,2
78785,5,5,6,3,2,9
78786,2,4,1,10,1,1
78787,4,1,3,6,1,6
78788,4,4,5,8,1,10
78789,4,2,3,8,5,2
78790,1,5,6,8,4,10
78791,3,4,3,8,5,3
78792,3,2,7,10,6,4
78793,4,3,1,4,2,6
78794,2,1,5,5,5,2
78795,2,2,3,6,2,10
78796,5,2,1,8,2,8
78797,3,5,2,3,6,5
78798,1,4,4,5,2,3
78799,1,3,3,1,6,4
78800,3,4,3,7,5,1
78801,3,4,6,6,1,10
78802,2,3,3,7,2,3
78803,3,5,3,4,5,1
78804,2,4,7,7,4,9
78805,4,2,6,1,5,10
78806,5,4,3,1,5,1
78807,2,5,2,10,4,2
78808,4,3,1,10,4,10
78809,5,1,5,2,6,3
78810,5,3,3,8,4,3
78811,5,1,6,9,3,10
78812,1,3,7,8,2,10
78813,1,4,1,5,6,5
78814,3,2,5,10,5,9
78815,2,1,6,8,3,1
78816,5,1,5,3,5,3
78817,4,2,7,6,6,7
78818,5,2,4,10,6,6
78819,1,3,1,7,1,7
78820,1,3,2,5,6,8
78821,5,4,7,6,4,7
78822,5,3,2,2,6,4
78823,2,3,5,10,2,10
78824,4,1,5,9,6,7
78825,2,3,5,4,5,5
78826,1,5,4,4,5,9
78827,5,4,7,9,6,2
78828,1,1,6,1,5,1
78829,4,5,3,9,3,10
78830,4,1,5,3,5,3
78831,2,5,1,7,1,1
78832,3,4,7,1,5,6
78833,4,5,5,9,2,8
78834,4,1,6,6,3,1
78835,1,2,2,4,4,1
78836,4,3,1,2,3,6
78837,5,4,2,3,5,9
78838,3,1,1,4,3,2
78839,2,4,1,3,2,3
78840,1,4,1,4,4,5
78841,5,3,5,6,6,5
78842,1,1,3,5,5,5
78843,1,5,5,2,3,1
78844,3,2,2,8,6,2
78845,5,2,3,2,3,5
78846,5,5,6,6,6,1
78847,4,5,3,10,5,10
78848,5,1,5,5,6,8
78849,1,3,6,4,2,7
78850,1,2,2,7,2,4
78851,4,2,7,7,1,9
78852,4,3,7,9,5,10
78853,1,5,5,5,2,7
78854,3,3,7,9,1,2
78855,1,2,6,2,5,3
78856,2,4,4,6,3,1
78857,4,3,2,10,1,1
78858,1,4,1,2,4,9
78859,5,5,7,1,6,1
78860,1,1,7,8,3,1
78861,4,3,5,7,6,3
78862,1,5,7,3,5,7
78863,4,4,4,6,3,6
78864,5,5,3,3,2,8
78865,2,4,4,7,1,3
78866,1,2,1,7,5,8
78867,3,1,3,7,2,9
78868,3,5,4,7,2,1
78869,3,3,7,6,2,10
78870,2,2,6,1,2,5
78871,3,5,1,3,5,1
78872,1,4,6,3,5,1
78873,2,5,7,1,6,8
78874,2,4,7,10,6,7
78875,2,1,4,4,3,2
78876,3,3,7,8,2,9
78877,1,2,1,7,5,8
78878,2,3,1,4,4,5
78879,4,2,1,3,6,8
78880,3,5,4,3,1,9
78881,2,5,1,10,1,4
78882,4,2,6,5,2,4
78883,3,1,1,7,6,3
78884,3,2,1,9,6,9
78885,5,2,5,2,4,7
78886,1,2,4,4,2,5
78887,1,3,2,9,3,2
78888,4,4,4,5,4,4
78889,4,2,2,8,6,10
78890,2,2,6,2,6,10
78891,1,4,4,7,2,1
78892,2,1,5,2,3,8
78893,3,3,6,4,5,10
78894,5,3,7,9,2,8
78895,4,3,5,3,5,2
78896,5,1,1,3,3,3
78897,4,4,3,7,2,9
78898,5,2,6,8,3,3
78899,2,2,1,7,4,8
78900,3,2,6,4,2,1
78901,1,1,3,9,4,3
78902,2,1,7,3,1,7
78903,3,1,6,2,4,3
78904,1,3,3,5,1,5
78905,3,2,3,2,1,3
78906,4,4,4,4,2,1
78907,2,2,5,9,4,7
78908,5,3,3,9,5,7
78909,5,2,7,7,2,4
78910,1,1,3,3,6,10
78911,4,3,4,10,3,8
78912,2,3,3,10,3,3
78913,1,2,4,2,4,10
78914,1,4,3,9,3,6
78915,1,4,7,3,4,5
78916,4,5,5,4,3,3
78917,1,3,3,6,6,7
78918,5,2,6,10,5,7
78919,4,5,3,3,5,7
78920,3,3,4,9,5,6
78921,5,2,1,1,1,8
78922,5,4,5,9,2,1
78923,1,1,4,9,2,8
78924,2,5,5,9,5,2
78925,2,1,4,8,2,5
78926,5,4,3,4,1,2
78927,2,5,5,2,4,6
78928,3,5,4,6,2,3
78929,1,3,4,6,2,5
78930,4,2,5,1,1,7
78931,5,5,5,4,4,7
78932,2,2,1,7,2,10
78933,5,4,1,4,1,9
78934,2,3,7,2,2,3
78935,2,1,7,1,4,2
78936,4,3,4,4,6,5
78937,2,3,5,7,6,3
78938,2,1,6,9,6,9
78939,2,2,5,7,4,2
78940,3,3,7,1,3,5
78941,3,2,5,6,4,9
78942,1,1,4,10,5,3
78943,5,5,4,7,6,1
78944,3,2,1,9,4,10
78945,3,4,7,1,2,7
78946,1,3,3,9,2,4
78947,2,3,7,1,3,5
78948,3,5,6,6,4,8
78949,4,1,3,9,2,10
78950,5,1,4,2,2,6
78951,4,1,2,3,6,6
78952,2,3,3,2,3,3
78953,3,5,3,6,3,10
78954,2,2,1,1,1,2
78955,1,1,2,9,1,2
78956,2,5,7,4,5,4
78957,4,1,5,1,1,2
78958,5,1,4,6,3,4
78959,5,2,6,1,5,1
78960,3,3,3,7,6,6
78961,5,5,2,8,3,2
78962,5,1,3,6,2,1
78963,1,3,6,2,4,2
78964,5,5,3,7,1,9
78965,1,5,2,10,2,2
78966,5,5,1,9,5,6
78967,3,3,4,5,5,10
78968,5,3,3,6,1,10
78969,3,2,1,3,5,7
78970,3,5,7,7,6,1
78971,2,4,6,3,5,9
78972,1,2,5,2,2,3
78973,1,3,4,7,3,7
78974,2,1,2,7,5,4
78975,4,3,1,5,6,6
78976,2,1,7,7,2,10
78977,5,5,5,9,6,5
78978,5,3,7,1,3,2
78979,1,4,5,10,2,4
78980,3,4,2,1,2,9
78981,4,4,5,10,6,2
78982,5,4,6,9,1,7
78983,2,2,7,9,5,2
78984,5,5,6,7,2,7
78985,3,5,3,4,5,4
78986,3,3,3,9,6,1
78987,4,4,6,6,6,3
78988,3,2,2,4,4,7
78989,2,5,5,8,3,10
78990,5,1,6,1,3,6
78991,2,3,4,8,4,8
78992,3,1,1,2,5,10
78993,1,5,7,7,6,2
78994,2,3,6,8,5,6
78995,4,5,4,8,2,7
78996,3,5,1,3,2,9
78997,3,1,5,8,1,9
78998,4,5,3,1,6,7
78999,2,4,1,5,2,7
79000,5,3,3,6,4,6
79001,5,1,2,1,5,6
79002,1,2,2,7,5,7
79003,1,1,5,10,3,9
79004,3,4,4,7,6,1
79005,3,5,7,1,6,1
79006,4,1,3,8,1,10
79007,4,2,6,10,6,6
79008,5,4,4,2,6,9
79009,1,2,3,6,5,4
79010,4,2,6,9,4,10
79011,1,2,6,4,1,8
79012,4,1,3,4,6,10
79013,1,1,7,9,4,8
79014,4,2,3,2,6,1
79015,5,2,2,4,6,3
79016,4,3,3,6,3,2
79017,1,5,4,7,5,10
79018,3,1,4,4,1,3
79019,1,1,6,2,6,5
79020,5,1,7,2,3,5
79021,2,1,4,6,2,8
79022,2,3,3,5,4,7
79023,4,5,6,10,2,6
79024,3,4,4,9,1,10
79025,1,3,5,2,6,9
79026,3,3,1,7,1,7
79027,5,1,7,9,3,9
79028,2,5,6,6,4,2
79029,1,2,6,4,5,2
79030,2,1,5,10,1,6
79031,2,5,3,1,2,2
79032,2,3,6,10,3,8
79033,1,4,1,1,4,9
79034,1,1,7,9,1,2
79035,4,1,2,7,5,8
79036,5,1,4,9,3,5
79037,5,5,3,8,4,9
79038,5,4,1,5,2,3
79039,3,3,4,4,1,2
79040,4,1,4,5,6,3
79041,1,2,6,9,4,7
79042,4,1,3,3,1,9
79043,3,5,3,6,6,2
79044,4,3,7,8,1,7
79045,4,2,6,6,6,1
79046,4,5,4,3,5,7
79047,2,5,2,4,4,8
79048,2,1,3,3,2,6
79049,4,2,7,7,6,10
79050,1,5,2,5,6,10
79051,2,1,4,1,5,2
79052,4,4,1,2,1,10
79053,2,3,1,5,2,1
79054,3,5,4,5,3,9
79055,2,2,7,3,2,6
79056,3,4,6,8,2,8
79057,5,4,5,3,3,3
79058,4,2,1,4,3,5
79059,2,5,6,10,5,4
79060,1,2,4,5,1,2
79061,1,4,6,4,1,7
79062,4,3,1,9,4,5
79063,4,1,5,6,2,9
79064,4,2,2,6,1,9
79065,2,3,3,1,6,4
79066,5,1,2,4,1,8
79067,4,5,3,4,5,10
79068,4,4,1,6,2,8
79069,1,3,3,9,4,7
79070,1,1,3,4,1,3
79071,5,1,3,6,2,9
79072,1,4,7,1,1,3
79073,2,3,1,1,1,5
79074,4,2,2,2,4,4
79075,2,2,7,8,2,10
79076,4,1,2,6,4,5
79077,3,3,4,6,3,4
79078,2,3,7,5,1,6
79079,5,1,4,4,3,5
79080,2,3,3,7,2,1
79081,4,4,4,2,1,10
79082,5,1,2,1,6,9
79083,2,1,3,10,1,9
79084,3,2,6,6,3,7
79085,1,1,6,3,3,3
79086,3,4,5,8,5,9
79087,3,4,5,2,6,6
79088,2,5,4,6,1,1
79089,2,3,6,7,5,2
79090,2,1,4,5,1,10
79091,5,2,5,1,2,3
79092,3,3,1,10,2,4
79093,1,1,7,7,3,3
79094,1,3,6,3,5,10
79095,2,3,3,8,1,10
79096,4,3,3,1,1,4
79097,5,3,6,5,1,9
79098,5,3,7,10,3,9
79099,3,5,6,2,2,1
79100,3,5,5,10,2,8
79101,1,5,6,3,3,9
79102,4,2,1,5,4,5
79103,4,4,1,8,6,4
79104,5,2,1,8,5,8
79105,1,4,6,2,3,9
79106,3,2,7,10,2,1
79107,2,4,4,7,3,8
79108,3,5,4,6,2,6
79109,1,1,4,5,6,4
79110,1,2,6,3,2,9
79111,2,2,6,8,4,3
79112,1,5,7,6,3,4
79113,4,5,4,6,3,6
79114,4,3,4,9,6,3
79115,3,4,3,4,5,8
79116,2,3,4,10,1,3
79117,2,1,6,8,1,3
79118,2,2,7,1,2,9
79119,3,3,4,2,1,9
79120,2,1,6,1,4,9
79121,2,1,6,8,1,3
79122,2,5,7,3,1,4
79123,2,2,1,1,3,5
79124,1,4,4,9,6,9
79125,1,4,7,3,6,9
79126,2,5,3,2,1,7
79127,1,1,1,1,5,8
79128,5,5,6,5,1,10
79129,4,2,7,6,4,2
79130,3,4,5,2,3,9
79131,2,1,1,3,4,6
79132,2,4,2,2,5,6
79133,4,2,7,7,5,6
79134,4,3,5,2,5,4
79135,4,3,1,5,2,3
79136,4,2,3,4,5,2
79137,2,1,2,8,2,1
79138,4,4,3,3,2,3
79139,3,1,6,5,3,10
79140,2,1,3,10,1,6
79141,3,3,1,7,2,6
79142,2,2,3,2,3,8
79143,1,2,5,6,5,6
79144,3,1,2,1,5,10
79145,3,3,7,1,3,10
79146,2,4,5,2,5,8
79147,2,5,3,5,6,7
79148,1,1,3,4,2,1
79149,5,1,2,8,6,6
79150,4,4,7,7,5,4
79151,3,2,3,6,3,6
79152,3,4,4,1,2,9
79153,1,4,1,1,1,1
79154,5,1,7,6,6,6
79155,3,4,1,5,5,9
79156,5,2,5,7,2,6
79157,2,5,6,4,3,9
79158,2,1,3,4,2,4
79159,4,4,7,4,5,3
79160,1,1,2,8,2,7
79161,5,2,7,6,2,6
79162,2,4,1,7,5,10
79163,1,4,3,1,3,8
79164,5,5,4,1,6,4
79165,4,2,5,8,4,3
79166,5,3,1,5,1,8
79167,1,4,4,6,2,7
79168,5,1,2,3,1,8
79169,5,3,2,5,3,5
79170,5,5,2,4,4,1
79171,4,4,2,2,3,7
79172,5,4,7,5,1,2
79173,4,3,4,1,6,2
79174,4,2,2,2,4,4
79175,5,2,2,3,3,5
79176,5,3,6,1,6,9
79177,4,2,1,3,6,7
79178,5,3,1,4,2,3
79179,2,5,4,7,6,7
79180,2,4,3,2,3,7
79181,4,4,7,6,2,4
79182,5,1,7,1,1,10
79183,4,5,4,8,3,4
79184,5,5,4,8,5,6
79185,5,4,4,3,6,6
79186,4,4,6,1,1,4
79187,3,4,1,3,2,6
79188,5,3,2,10,5,7
79189,4,5,3,10,2,2
79190,4,2,6,10,5,9
79191,5,1,6,2,4,2
79192,2,4,5,4,1,7
79193,2,5,1,1,4,1
79194,5,3,2,5,2,10
79195,2,5,7,2,6,1
79196,4,1,7,4,4,6
79197,1,3,2,6,6,2
79198,5,5,3,8,6,1
79199,4,5,3,4,1,1
79200,1,3,7,7,3,9
79201,4,3,3,6,3,8
79202,3,1,4,5,1,10
79203,1,1,5,5,6,7
79204,1,2,3,6,1,8
79205,4,4,6,2,4,1
79206,2,5,1,5,3,6
79207,2,1,2,3,1,6
79208,2,3,1,2,4,2
79209,2,4,3,2,5,1
79210,1,5,6,6,5,7
79211,2,3,2,6,2,5
79212,2,4,6,8,5,1
79213,5,1,7,1,1,10
79214,4,3,7,4,5,9
79215,4,1,6,9,5,2
79216,2,2,3,1,3,9
79217,2,1,3,2,2,2
79218,5,5,4,6,5,8
79219,5,1,5,7,2,7
79220,3,1,7,6,4,7
79221,4,2,2,4,5,4
79222,2,1,7,3,6,6
79223,3,5,7,6,6,10
79224,4,3,6,10,6,7
79225,4,4,2,4,5,2
79226,2,2,3,2,6,6
79227,3,4,2,1,2,4
79228,2,3,4,3,4,10
79229,4,3,4,8,6,5
79230,5,4,5,10,3,8
79231,3,5,6,1,1,7
79232,4,2,6,4,6,1
79233,2,3,4,9,1,3
79234,2,2,5,3,1,3
79235,1,2,2,7,4,5
79236,5,4,6,6,6,5
79237,3,2,6,8,1,7
79238,2,2,3,5,2,6
79239,1,3,7,2,3,5
79240,5,4,1,5,4,8
79241,3,2,3,3,1,8
79242,5,4,2,7,2,10
79243,2,5,6,3,4,4
79244,5,5,3,8,2,8
79245,3,3,6,3,3,9
79246,1,4,2,10,1,2
79247,3,4,4,8,5,8
79248,3,4,4,8,6,1
79249,4,3,3,7,3,5
79250,5,3,4,2,3,5
79251,2,3,5,5,3,7
79252,4,2,4,2,2,6
79253,2,4,1,10,1,4
79254,2,3,6,4,2,6
79255,1,5,1,4,6,3
79256,5,5,1,1,6,10
79257,2,4,6,6,5,3
79258,3,5,2,4,2,9
79259,1,2,1,10,4,5
79260,2,5,2,4,5,4
79261,3,3,3,6,2,1
79262,2,4,6,9,6,5
79263,1,4,7,3,1,1
79264,2,4,1,6,6,3
79265,4,2,6,1,3,1
79266,4,1,4,6,5,2
79267,4,3,4,2,4,7
79268,4,1,7,10,1,1
79269,4,1,4,1,1,1
79270,4,3,2,9,6,10
79271,1,1,3,1,6,4
79272,2,5,6,3,2,4
79273,1,5,1,10,1,1
79274,4,4,1,3,6,9
79275,5,4,6,9,2,3
79276,4,3,7,2,1,9
79277,2,3,7,5,2,10
79278,4,3,5,1,1,6
79279,5,5,5,2,1,4
79280,4,3,7,2,5,3
79281,4,5,7,8,3,5
79282,5,4,7,1,4,10
79283,4,3,3,1,4,1
79284,2,1,5,3,5,6
79285,3,1,7,10,5,7
79286,5,1,4,6,5,1
79287,3,2,6,4,1,6
79288,2,3,3,6,5,2
79289,2,3,6,6,2,3
79290,1,4,7,5,2,1
79291,5,5,6,7,6,5
79292,3,2,4,6,5,6
79293,3,3,3,4,2,7
79294,1,3,4,7,4,1
79295,1,5,2,3,4,3
79296,5,5,7,7,4,9
79297,2,2,7,9,4,3
79298,4,2,5,8,2,8
79299,5,4,1,10,2,2
79300,2,3,1,1,1,7
79301,2,2,5,2,2,5
79302,1,4,2,1,5,10
79303,3,3,3,5,6,10
79304,2,4,2,4,4,4
79305,5,4,6,8,6,1
79306,1,4,3,3,1,5
79307,2,2,1,8,5,7
79308,1,2,6,1,3,9
79309,1,2,6,2,6,6
79310,4,5,2,3,1,5
79311,5,2,6,3,4,7
79312,2,4,2,8,2,9
79313,2,1,4,6,5,8
79314,4,3,4,6,4,8
79315,3,2,4,8,2,9
79316,5,1,6,5,5,8
79317,5,1,3,4,3,9
79318,3,3,6,7,3,6
79319,3,1,6,7,5,5
79320,5,5,3,8,4,2
79321,5,1,5,2,1,1
79322,1,1,6,4,2,8
79323,3,2,5,8,2,2
79324,4,4,2,10,3,6
79325,3,3,6,2,6,3
79326,5,5,4,6,5,3
79327,4,4,4,4,1,6
79328,5,5,3,4,2,10
79329,3,4,4,9,4,2
79330,3,1,2,8,1,9
79331,3,3,5,6,4,3
79332,5,3,4,9,3,2
79333,4,4,6,4,6,7
79334,1,1,6,3,3,2
79335,4,3,7,7,6,7
79336,3,3,3,9,1,4
79337,4,2,2,9,5,3
79338,5,3,4,6,3,6
79339,5,4,4,1,6,9
79340,4,5,5,5,4,6
79341,1,2,4,1,1,6
79342,5,1,5,2,1,5
79343,3,5,7,7,3,1
79344,5,5,4,2,6,8
79345,5,5,6,1,1,10
79346,5,2,5,9,2,9
79347,1,5,2,7,3,5
79348,3,1,7,5,5,3
79349,4,4,4,9,3,9
79350,1,2,5,8,5,2
79351,5,1,7,6,5,5
79352,3,4,3,5,2,10
79353,4,4,6,10,1,8
79354,2,4,3,1,3,1
79355,2,2,4,7,6,5
79356,2,3,5,9,4,5
79357,4,2,1,9,6,10
79358,5,3,3,10,5,1
79359,4,3,5,8,4,1
79360,1,4,4,10,3,3
79361,4,5,4,7,1,9
79362,4,5,2,8,3,10
79363,2,5,3,2,5,3
79364,3,3,5,3,2,1
79365,2,2,3,3,5,7
79366,1,3,7,10,4,10
79367,3,2,1,10,5,6
79368,3,3,5,9,1,3
79369,4,3,2,2,2,3
79370,5,2,7,3,4,3
79371,3,4,2,4,6,9
79372,4,1,1,6,2,6
79373,5,4,3,3,2,7
79374,2,1,1,6,3,4
79375,4,4,1,9,6,1
79376,5,5,7,5,1,4
79377,3,2,1,4,3,3
79378,4,3,3,6,6,10
79379,1,1,2,6,5,10
79380,1,2,3,1,6,1
79381,4,3,4,4,4,1
79382,4,4,3,10,3,1
79383,3,5,1,9,3,3
79384,2,2,7,5,1,2
79385,1,1,2,7,3,1
79386,3,5,1,5,6,9
79387,4,2,6,3,6,5
79388,1,2,2,5,6,1
79389,4,1,5,2,2,7
79390,4,5,2,7,1,1
79391,5,3,3,3,4,6
79392,1,1,7,6,5,3
79393,4,1,6,9,1,7
79394,5,4,2,6,3,9
79395,5,5,4,8,2,2
79396,1,4,4,5,6,1
79397,2,3,2,6,1,10
79398,3,3,7,2,4,4
79399,4,1,4,7,5,1
79400,3,4,7,4,2,4
79401,3,4,2,2,4,3
79402,3,3,2,8,5,7
79403,4,3,1,4,4,2
79404,2,4,3,7,6,1
79405,5,5,1,9,4,6
79406,4,3,1,6,5,2
79407,4,5,4,6,5,5
79408,5,3,6,8,5,9
79409,4,5,5,1,1,5
79410,1,2,4,2,2,7
79411,4,4,5,3,5,9
79412,4,3,4,2,1,7
79413,2,1,6,10,5,2
79414,4,2,6,6,4,10
79415,2,2,6,4,1,2
79416,1,1,3,5,2,7
79417,4,5,1,2,2,10
79418,2,5,6,7,3,10
79419,5,5,7,3,5,1
79420,3,2,6,2,6,7
79421,1,5,3,7,3,7
79422,5,4,5,7,4,4
79423,1,1,1,10,6,3
79424,3,4,1,5,2,6
79425,2,5,7,6,6,4
79426,5,3,1,4,2,10
79427,5,2,2,6,6,2
79428,5,5,6,4,2,9
79429,3,2,1,2,5,2
79430,5,5,6,5,3,5
79431,1,5,3,4,1,10
79432,2,3,4,5,5,4
79433,5,3,7,7,4,4
79434,2,1,4,8,2,10
79435,2,1,1,5,5,4
79436,3,3,3,6,5,6
79437,2,2,4,8,3,5
79438,3,3,1,3,5,4
79439,2,5,5,10,2,4
79440,5,3,3,6,3,5
79441,5,1,5,3,3,4
79442,3,3,2,1,6,7
79443,3,2,4,1,2,6
79444,2,3,3,4,1,3
79445,1,1,7,5,2,7
79446,3,2,2,4,5,10
79447,1,4,3,2,1,9
79448,3,4,4,6,6,7
79449,2,3,3,5,6,1
79450,5,3,1,6,6,2
79451,2,4,5,10,5,4
79452,3,4,1,10,2,10
79453,2,1,6,5,4,4
79454,3,2,2,1,2,6
79455,5,2,3,7,2,9
